valid,urgent,aircraft,report,turbulence,atrcc,fl,lat,lon,year
2024-12-31 17:05:00,F,SLG4,EMT UA /OV KEMT090002/TM 1705/FL018/TP SLG4/SK VV002-TOP018,,ZLA,1800,34.086,-117.99474868145302,2024
2024-12-31 17:35:00,F,P28A,SMO UA /OV KSMO210001/TM 1735/FL020/TP P28A/SK OVC010-TOP017/RM DURC 21,,ZLA,2000,34.0065650741348,-118.45713511693964,2024
2024-12-31 17:37:00,F,PA28,LAX UA /OV SMO/TM 1737/FL010/TP PA28/SK BAS 010 OP 017,,ZLA,1000,34.021,-118.44708,2024
2024-12-31 17:42:00,F,B737,LGB UA /OV LGB120001/TM 1742/FL005/TP B737/SK OVC005-TOP022,,ZLA,500,33.80345599166599,-118.12978673317495,2024
2024-12-31 17:52:00,F,PC12,SMO UA /OV KSMO030002/TM 1752/FL010/TP PC12/SK OVC010-TOP014/WX FV02SM /RM DURD 21,,ZLA,1000,34.04986985173041,-118.4269697661207,2024
2024-12-31 18:07:00,F,E55P,SMO UA /OV KSMO230001/TM 1807/FL020/TP E55P/SK OVC-TOP013/RM DURC 21,,ZLA,2000,34.01028600540775,-118.46248533291306,2024
2024-12-31 18:12:00,F,HUSK,VNY UA /OV VNY/TM 1812/FL020/TP HUSK/WX 5 SM/RM VISIBILITY ON 4 MILE FINAL  20 KT TAILWIND AT 020,,ZLA,2000,34.20972,-118.48917,2024
2024-12-31 18:22:00,F,C172,VNY UA /OV VNY30005/TM 1822/FL030/TP C172/WX 5SM HZ/TB LIGHT/RM LIGHT CHOP,LIGHT,ZLA,3000,34.20972,-118.48917,2024
2024-12-31 18:30:00,F,E75L,LAX UA /OV LAX071007/TM 1830/FL011/TP E75L/SK OVC011-TOP015,,ZLA,1100,33.976146027975474,-118.25355744385418,2024
2024-12-31 18:42:00,F,BE76,TOA UA /OV TOA/TM 1842/FL008/TP BE76/SK BKN/RM BASES 1 W 008 TOPS 016,,ZLA,800,33.80339,-118.33961,2024
2024-12-31 18:49:00,F,C172,LAX UA /OV TOA/TM 1849/FL016/TP C172/SK TOP 016 BASSES 008,,ZLA,1600,33.80339,-118.33961,2024
2024-12-31 18:57:00,F,B737,LGB UA /OV LGB/TM 1857/FL018/TP B737/SK OVC004-TOP018,,ZLA,1800,33.81179,-118.14716,2024
2024-12-31 19:15:00,F,DA62,EMT UA /OV KEMT030002/TM 1915/FL015/TP DA62/SK OVC008-TOP015,,ZLA,1500,34.11486985173041,-118.01487434072652,2024
2024-12-31 19:21:00,F,PC12,SMO UA /OV KSMO030004/TM 1921/FL010/TP PC12/SK SCT010-TOP014/WX FV03SM/RM DURD 21,,ZLA,1000,34.07873970346082,-118.4068595322414,2024
2024-12-31 19:45:00,T,CL35,VNY UUA /OV VNY/TM 1945/FL018/TP CL35/RM MASSIVE WINDSHEAR REPORTED ON FINAL.,,ZLA,1800,34.20972,-118.48917,2024
2024-12-31 19:45:00,T,CL35,VNY UUA /OV VNY/TM 1945/FL018/TP CL35/RM MASSIVE WINDSHEAR REPORTED ON FINAL,,ZLA,1800,34.20972,-118.48917,2024
2024-12-31 19:47:00,T,P28A,VNY UUA /OV VNY/TM 1947/FL015/TP P28A/RM LLWS +-20 KTS,,ZLA,1500,34.20972,-118.48917,2024
2024-12-31 19:48:00,F,BE76,TOA UA /OV TOA/TM 1948/FL011/TP BE76/SK BKN/RM BASES 011 TOPS 018 1 E OF TOA,,ZLA,1100,33.80339,-118.33961,2024
2024-12-31 19:52:00,F,CL35,VNY UA /OV VNY/TM 1952/FL001/TP CL35/RM WIND SHEAR  30KT TAILWIND TO A 10KT HEADWIND ON SHORT FINAL,,ZLA,100,34.20972,-118.48917,2024
2024-12-31 20:00:00,F,C68A,VNY UA /OV VNY/TM 2000/FL018/TP C68A/RM WINDS CALMED DOWN ON 2 MILE FINAL,,ZLA,1800,34.20972,-118.48917,2024
2024-12-31 20:04:00,F,C172,SMO UA /OV KSMO030005/TM 2004/FL025/TP C172/WX FV05SM/RM DURD 21,,ZLA,2500,34.09317462932602,-118.39680441530174,2024
2024-12-31 20:10:00,F,B738,LGB UA /OV LGB/TM 2010/FL015/TP B738/SK BKN010-TOP015,,ZLA,1500,33.81179,-118.14716,2024
2024-12-31 20:12:00,F,P28A,VNY UA /OV VNY/TM 2012/FL018/TP P28A/TB MOD/RM WEST OF THE AIRPORT,MOD,ZLA,1800,34.20972,-118.48917,2024
2024-12-31 20:18:00,F,SR22,VNY UA /OV VNY/TM 2018/FL024/TP SR22/TB MOD/RM SANTA SUSANNA PASS,MOD,ZLA,2400,34.20972,-118.48917,2024
2024-12-31 20:19:00,T,F900,VNY UUA /OV VNY/TM 2019/FL010/TP F900/RM LLWS +-15 KTS,,ZLA,1000,34.20972,-118.48917,2024
2024-12-31 20:24:00,F,C172,VNY UA /OV VNY/TM 2024/FL015/TP C172/RM 600 FEET UPDRAFT REPORTED ON FINAL,,ZLA,1500,34.20972,-118.48917,2024
2024-12-31 20:24:00,F,C172,VNY UA /OV VNY/TM 2024/FL015/TP C172/RM 600 FEET UPDRAFT REPORTED ON FINAL.,,ZLA,1500,34.20972,-118.48917,2024
2024-12-31 20:42:00,T,LJ45,VNY UUA /OV VNY/TM 2042/FL010/TP LJ45/RM LLWS +/-8 KT AND 100 FT UDFS DURD ON FINAL. COR TIME. ZLA CWSU,,ZLA,1000,34.20972,-118.48917,2024
2024-12-31 20:42:00,F,LJ45,VNY UA /OV VNY/TM 2042/FL010/TP LJ45/RM +-8 KTS AND 100 FOOT UPDRAFT REPORTED ON FINAL,,ZLA,1000,34.20972,-118.48917,2024
2024-12-31 20:50:00,F,PA46,EMT UA /OV EMT070002/TM 2050/FL014/TP PA46/SK OVC-TOP010/WX FV03SM,,ZLA,1400,34.097401594899495,-117.9971761329845,2024
2024-12-31 21:10:00,T,GLEX,WHP UUA /OV VNY345005/TM 2110/FL025/TP GLEX/SK SKC/WX FV10SM/WV 10009KT/RM LLWS +/-15 KT DURD VNY 16R ILS Z. COR SA-ID AND MSG TYPE AND LOCTN AND WX AND WIND AND RMK. ZLA CWSU,,ZLA,2500,34.290220338863264,-118.515252692413,2024
2024-12-31 21:10:00,F,GLEX,VNY UA /OV VNY/TM 2110/FL025/TP GLEX/SK SKC/WX 10/WV 100 09/RM PLUS OR MINUS 15 KNOTS ON 5 MILE FINAL COMING THROUGH NEWHALL PASS ON ILS Z TO 16R,,ZLA,2500,34.20972,-118.48917,2024
2024-12-31 21:15:00,F,SR22,SMO UA /OV SMO/TM 2115/FL035/TP SR22/WV 34035KT/RM COR SA-ID AND WIND. ZLA CWSU,,ZLA,3500,34.021,-118.44708,2024
2024-12-31 21:15:00,F,SR22,LAX UA /OV SMO/TM 2115/FL035/TP SR22/WV X WND 340 @ 035 KT AT 035,,ZLA,3500,34.021,-118.44708,2024
2024-12-31 21:30:00,F,B38M,LGB UA /OV LGB120002/TM 2130/FL008/TP B38M/SK OVC008-TOP013,,ZLA,800,33.79512198333199,-118.1124134663499,2024
2024-12-31 22:24:00,T,GLF5,VNY UUA /OV VNY/TM 2224/FL020/TP GLF5/SK SKC/WX FV10SM/WV 13007KT/RM LLWS +18 KT DURD 028-020 THEN BLO NORMAL CONDS. COR MSG TYPE AND WX AND WIND AND RMK. ZLA CWSU,,ZLA,2000,34.20972,-118.48917,2024
2024-12-31 22:24:00,F,GLF5,VNY UA /OV VNY/TM 2224/FL020/TP GLF5/SK SKC/WX 10/WV 130 07/RM GAIN OF 18 KNOTS AT 028 TO 020 AND THEN BELOW NORMAL CONDITIONS,,ZLA,2000,34.20972,-118.48917,2024
2024-12-31 22:24:00,F,GLF5,VNY UA /OV VNY/TM 2224/FL020/TP GLF5/SK SKC/WX 10/WV 130 07/RM GAIN OF 18 KNOTS AT 028 TO 020 AND THEN BELOW NORMAL CONDITIONS.,,ZLA,2000,34.20972,-118.48917,2024
2025-01-01 01:05:00,F,C172,LGB UA /OV LGB/TM 0105/FL016/TP C172/SK BKN-TOP016/RM DURC. COR ALD AND SKY. ZLA CWSU,,ZLA,1600,33.81179,-118.14716,2025
2025-01-01 01:10:00,F,C172,SMO UA /OV SMO030002/TM 0110/FL010/TP C172/WX HZ FV01SM,,ZLA,1000,34.04986985173041,-118.4269697661207,2025
2025-01-01 02:28:00,F,C172,SMO UA /OV SMO030002/TM 0228/FL005/TP C172/WX FV01SM HZ,,ZLA,500,34.04986985173041,-118.4269697661207,2025
2025-01-01 03:05:00,F,B763,LGB UA /OV LGB270003/TM 0305/FL016/TP B763/SK OVC007-TOP012,,ZLA,1600,33.81179,-118.20734276166888,2025
2025-01-01 03:06:00,F,P28A,SMO UA /OV SMO030003/TM 0306/FL008/TP P28A/SK OVC009-TOP013,,ZLA,800,34.064304777595616,-118.41691464918104,2025
2025-01-01 03:43:00,F,B739,LAX UA /OV LAX/TM 0343/FL008/TP B739/SK OVC BASE008/RM DURD RY25L,,ZLA,800,33.93816,-118.38653,2025
2025-01-01 05:08:00,F,B738,LAX UA /OV LAX/TM 0508/FL008/TP B738/SK OVC008,,ZLA,800,33.93816,-118.38653,2025
2025-01-01 05:10:00,F,A20N,LAX UA /OV LAX/TM 0510/FL008/TP A20N/SK OVC008-TOP012,,ZLA,800,33.93816,-118.38653,2025
2025-01-01 05:41:00,F,A321,LAX UA /OV RWY24R2NMFINAL/TM 0541/FL007/TP A321/SK BASES 007,,ZLA,700,33.93816,-118.38653,2025
2025-01-01 06:23:00,F,B38M,LAX UA /OV LAXRWY24R1NMFINAL/TM 0623/FL005/TP B38M/SK OVC005,,ZLA,500,33.93816,-118.38653,2025
2025-01-01 13:05:00,F,B752,KLAX UA /OV KLAX071002/TM 1305/FL002/TP B752/SK OVC002/RM DURD RY24R,,ZLA,200,33.949013150850135,-118.3485378411012,2025
2025-01-01 14:45:00,F,C172,LGB UA /OV LGB260003/TM 1445/FL016/TP C172/SK OVC003-TOP008,,ZLA,1600,33.80310688784083,-118.20642845028918,2025
2025-01-01 14:55:00,F,C172,LGB UA /OV LGB270002/TM 1455/FL008/TP C172/SK OVC-TOP008/RM DURC. COR ALT AND SKY. ZLA CWSU,,ZLA,800,33.81179,-118.18728184111258,2025
2025-01-01 16:35:00,F,LNC4,SMO UA /OV SMO210002/TM 1635/FL005/TP LNC4/SK OVC-TOP004/WX FG/RM FOG BANK DURC. COR SKY AND WX. ZLA CWSU,,ZLA,500,33.99213014826959,-118.4671902338793,2025
2025-01-01 16:35:00,F,LNC4,SMO UA /OV SMO210002/TM 1635/FL005/TP LNC4/SK TOPS004/WX FG BANK/RM DURC,,ZLA,500,33.99213014826959,-118.4671902338793,2025
2025-01-01 16:35:00,F,H25B,LGB UA /OV LGB/TM 1635/FL005/TP H25B/SK OVC-TOP005/RM DURC. COR ALT AND SKY. ZLA CWSU,,ZLA,500,33.81179,-118.14716,2025
2025-01-01 17:48:00,F,P46T,SMO UA /OV SMO210001/TM 1748/FL006/TP P46T/WX HZ000-TOP006,,ZLA,600,34.0065650741348,-118.45713511693964,2025
2025-01-01 17:55:00,F,C152,LGB UA /OV LGB/TM 1755/FL010/TP C152/SK SCT-TOP010/RM COR SKY. ZLA CWSU,,ZLA,1000,33.81179,-118.14716,2025
2025-01-01 17:55:00,F,C152,LGB UA /OV LGB/TM 1755/FL010/TP C152/SK TOPS010,,ZLA,1000,33.81179,-118.14716,2025
2025-01-01 18:12:00,F,C152,LGB UA /OV LGB180005 /TM 1812 /FL030 /TP C152 /SK OVC005-TOP010 /RM OVC OVR OCEAN AND ALONG SHORELINE,,ZLA,3000,33.72844991665992,-118.14716,2025
2025-01-01 18:47:00,F,GLF6,VNY UA /OV VNY/TM 1847/FL025/TP GLF6/TB SMOOTH/RM NEWHALL PASS,SMOOTH,ZLA,2500,34.20972,-118.48917,2025
2025-01-01 18:47:00,F,GLF6,WHP UA /OV VNY343006/TM 1847/FL025/TP GLF6/TB NEG/RM SMOOTH OV NEWHALL PASS. COR SA-ID AND LOCTN AND TURB. ZLA CWSU,NEG,ZLA,2500,34.30535822167257,-118.5245267856254,2025
2025-01-01 18:50:00,F,C172,SMO UA /OV SMO210002/TM 1850/FL010/TP C172/SK TOPS007/WX FG BNK ALONG SHORE/RM DURC,,ZLA,1000,33.99213014826959,-118.4671902338793,2025
2025-01-01 18:50:00,F,C172,SMO UA /OV SMO210002/TM 1850/FL010/TP C172/SK BKN-TOP007/WX UNKN/RM FOG BANK ALONG SHORE DURC. COR SKY AND WX. ZLA CWSU,,ZLA,1000,33.99213014826959,-118.4671902338793,2025
2025-01-01 22:12:00,F,GL7T,VNY UA /OV VNY/TM 2212/FL025/TP GL7T/TB CONST LIGHT CHOP/RM NEWHALL PASS,CONST LIGHT CHOP,ZLA,2500,34.20972,-118.48917,2025
2025-01-02 15:03:00,F,B38M,LGB UA /OV LGB300002/TM 1503/FL010/TP B38M/SK OVC002-TOP007,,ZLA,1000,33.828458016668016,-118.18190653365008,2025
2025-01-02 17:30:00,F,C172,VNY UA /OV VNY/TM 1730/FL020/TP C172/WV -10KNTS ON FINAL TO RWY 16R,,ZLA,2000,34.20972,-118.48917,2025
2025-01-02 17:58:00,F,SLG8,TOA UA /OV 1/2 M FINAL/TM 1758/FL008/TP SLG8/WX 6,,ZLA,800,33.80339,-118.33961,2025
2025-01-02 19:38:00,F,A321,LAX UA /OV LAX/TM 1938/FL010/TP A321/SK CLR/TB SM/RM SMALL LAYER AT 1000',SM,ZLA,1000,33.93816,-118.38653,2025
2025-01-02 19:38:00,F,A321,LAX UA /OV LAX/TM 1938/FL010/TP A321/SK CLR/TB SM/RM SMALL LAYER AT 1000,SM,ZLA,1000,33.93816,-118.38653,2025
2025-01-02 19:38:00,F,A321,LAX UA /OV LAX/TM 1938/FL010/TP A321/SK FEW010/ SKC/TB NEG/RM SMALL LAYER AT 1000 FT. COR SKY AND TURB. ZLA CWSU,NEG,ZLA,1000,33.93816,-118.38653,2025
2025-01-03 00:34:00,F,PA44,LGB UA /OV LGB /TM 0034 /FL001 /TP PA44 /SK SKC /WX HZ,,ZLA,100,33.81179,-118.14716,2025
2025-01-03 00:48:00,F,C152,LGB UA /OV LGB /TM 0048 /FL001 /TP C152 /RM NEG HZ,,ZLA,100,33.81179,-118.14716,2025
2025-01-03 01:42:00,F,SR22,SMO UA /OV SMO210001/TM 0142/FL004/TP SR22/SK OVC-TOP004/RM DURC,,ZLA,400,34.0065650741348,-118.45713511693964,2025
2025-01-03 02:30:00,F,A320,LAX UA /OV LAX/TM 0230/FL003/TP A320/SK BKN003,,ZLA,300,33.93816,-118.38653,2025
2025-01-03 14:58:00,F,B737,BFD UA /OV BURST/TM 1458/FL190/TP B737/TB NEG/IC NEG,NEG,ZLA,19000,34.20067,-118.35867,2025
2025-01-03 15:15:00,F,B06,SMO UA /OV SMO060003/TM 1515/FL020/TP B06/SK OVCUNK-TOP002,,ZLA,2000,34.046002025002025,-118.39483207975344,2025
2025-01-03 15:23:00,F,LNP4,SMO UA /OV SMO/TM 1523/FL008/TP LNP4/SK VV001-TOP005/RM DURC RWY21 KSMO,,ZLA,800,34.021,-118.44708,2025
2025-01-03 15:54:00,F,B737,KLAX UA /OV LAX/TM 1554/FL001/TP B737/SK OVC001/RM TOPS006,,ZLA,100,33.93816,-118.38653,2025
2025-01-03 17:30:00,F,E55P,SMO UA /OV SMO210001/TM 1730/FL015/TP E55P/SK OVCUNK-TOP010/RM DURC RWY21 KSMO,,ZLA,1500,34.0065650741348,-118.45713511693964,2025
2025-01-03 17:30:00,F,SR22,LAX UA /OV SMO/TM 1730/FL010/TP SR22/SK TOP 010,,ZLA,1000,34.021,-118.44708,2025
2025-01-03 18:10:00,F,E55P,SMO UA /OV SMO030002/TM 1810/FL007/TP E55P/SK BKN009-TOP011/RM DURD RWY21 KSMO,,ZLA,700,34.04986985173041,-118.4269697661207,2025
2025-01-03 18:19:00,F,DA62,LGB UA /OV KLGB200003/TM 1819/FL010/TP DA62/SK OVC002/RM TOP010,,ZLA,1000,33.764801563201786,-118.16774371677172,2025
2025-01-03 18:31:00,F,CL30,LGB UA /OV KLGB/TM 1831/FL000/TP CL30/SK OVC002/RM BASES003,,ZLA,0,33.81179,-118.14716,2025
2025-01-03 18:31:00,F,P46T,SMO UA /OV SMO210002/TM 1831/FL020/TP P46T/SK OVCUNK-TOP005/RM MARINE LAYER BEGINS AT SHORELINE EXTENDS S-W,,ZLA,2000,33.99213014826959,-118.4671902338793,2025
2025-01-03 18:41:00,F,DA40,SMO UA /OV SMO030003/TM 1841/FL012/TP DA40/RM KSMO AIRPORT IN SIGHT 3 MILE FINAL RWY21,,ZLA,1200,34.064304777595616,-118.41691464918104,2025
2025-01-03 18:43:00,F,C185,SMO UA /OV SMO210002/TM 1843/FL011/TP C185/SK OVCUNK-TOP006/RM MARINE CLOUD LAYER BEGINS AT SHORELINE AND EXTENDS OVER THE OCEAN FROM S-W,,ZLA,1100,33.99213014826959,-118.4671902338793,2025
2025-01-03 19:16:00,F,P28A,SMO UA /OV SMO260002/TM 1916/FL015/TP P28A/WX FV03SM HZ,,ZLA,1500,34.015211258560555,-118.48668942847844,2025
2025-01-03 19:58:00,F,B38M,LGB UA /OV KLGB120005/TM 1958/FL017/TP B38M/SK SCT007/RM TOP013,,ZLA,1700,33.77011995832996,-118.06029366587477,2025
2025-01-03 20:01:00,F,C172,SMO UA /OV SMO210001/TM 2001/FL013/TP C172/WX HZ/RM HZ TOPS013,,ZLA,1300,34.0065650741348,-118.45713511693964,2025
2025-01-03 20:04:00,F,P28A,SMO UA /OV SMO010004/TM 2004/FL020/TP P28A/WX FV06SM HZ,,ZLA,2000,34.086659168168,-118.4331115781376,2025
2025-01-03 20:05:00,F,C172,SMO UA /OV SMO210002/TM 2005/FL013/TP C172/SK FEW-TOP013/WX FV03SM HZ,,ZLA,1300,33.99213014826959,-118.4671902338793,2025
2025-01-03 20:30:00,F,B737,LAX UA /OV LAX/TM 2030/FL007/TP B737/SK OVC007-TOP017,,ZLA,700,33.93816,-118.38653,2025
2025-01-03 21:28:00,F,SR22,SMO UA /OV SMO210002/TM 2128/FL010/TP SR22/SK BKN010/RM DURC. COR LOCTN AND ALT. ZLA CWSU,,ZLA,1000,33.99213014826959,-118.4671902338793,2025
2025-01-03 22:24:00,F,C172,WHP UA /OV WHP /TM 2224 /FL010 /TP C172 /SK SKC,,ZLA,1000,34.25933,-118.41343,2025
2025-01-03 23:25:00,F,C172,LGB UA /OV LGB /TM 2325 /FL001 /TP C172 /WX FV02SM HZ,,ZLA,100,33.81179,-118.14716,2025
2025-01-03 23:30:00,F,FA50,VNY UA /OV VNY/TM 2330/FL010/TP FA50/RM LLWS REPORTED ON FINAL.,,ZLA,1000,34.20972,-118.48917,2025
2025-01-03 23:30:00,F,FA50,VNY UA /OV VNY/TM 2330/FL010/TP FA50/RM LLWS REPORTED ON FINAL,,ZLA,1000,34.20972,-118.48917,2025
2025-01-04 01:15:00,F,B737,LGB UA /OV LGB120005/TM 0115/FL020/TP B737/WX 5SM HZ/RM PILOT REPORT AIRPORT INSIGHT AT FINAL APPROACH FIX,,ZLA,2000,33.77011995832996,-118.06029366587477,2025
2025-01-04 01:15:00,F,B737,SLI UA /OV LGB120005/TM 0115/FL020/TP B737/WX FV05SM HZ/RM AIRPORT IN SIGHT AT FINAL APPROACH FIX. COR SA-ID AND WX. ZLA CWSU,,ZLA,2000,33.77011995832996,-118.06029366587477,2025
